Original Hotel Name,Hotel Name,Geometry,restaurant,shopping_mall,tourist_attraction,cafe,bar,supermarket,park,point_of_interest,lodging,museum
Avid Hotels Nashville Airport,"avid hotel Nashville Airport, an IHG Hotel","{'lat': 36.1449603, 'lng': -86.67524480000002}",0,0,0,0,0,0,0,18,17,0
Holiday Inn Express Nashville-Downtown,"Holiday Inn Express Nashville Downtown Conf Ctr, an IHG Hotel","{'lat': 36.1582652, 'lng': -86.7840794}",0,0,0,0,0,0,0,18,18,0
SpringHill Suites Nashville Vanderbilt/West End,SpringHill Suites by Marriott Nashville Vanderbilt/West End,"{'lat': 36.1530504, 'lng': -86.79648879999999}",0,0,0,0,0,0,0,18,18,0
Candlewood Suites Nashville South,"Candlewood Suites Nashville South, an IHG Hotel","{'lat': 36.080193, 'lng': -86.75961699999999}",0,0,1,0,0,0,0,18,4,0
Extended Stay America Premier Suites - Nashville - Vanderbilt,Extended Stay America Premier Suites - Nashville - Vanderbilt,"{'lat': 36.1400492, 'lng': -86.81770499999999}",0,0,0,0,0,0,0,18,18,0
Super 8 By Wyndham Whites Creek/ Nashville Nw Area,Super 8 by Wyndham Whites Creek/ Nashville NW Area,"{'lat': 36.2777579, 'lng': -86.7942015}",0,0,0,0,0,0,0,18,1,0
Best Western Plus Sunrise Inn,Best Western Plus Sunrise Inn,"{'lat': 36.1335666, 'lng': -86.7240595}",0,0,0,0,0,0,0,18,14,0
Hilton Nashville Green Hills,Hilton Nashville Green Hills,"{'lat': 36.10957, 'lng': -86.8185805}",1,0,1,1,1,1,0,18,7,1
Hampton Inn & Suites Nashville Downtown Capitol View,Hilton Garden Inn Singapore Serangoon,"{'lat': 1.3083868, 'lng': 103.8520416}",3,0,0,0,0,0,0,18,16,0
Grand Hyatt Nashville,Grand Hyatt Nashville,"{'lat': 36.1582445, 'lng': -86.78506709999999}",0,0,0,0,0,0,0,18,18,0
HomeStay Suites,The One Homestay @ Suasana Suites,"{'lat': 1.4633597, 'lng': 103.7619442}",1,0,0,1,1,0,0,18,18,0
Embassy Suites by Hilton Nashville Airport,Embassy Suites by Hilton Nashville Airport,"{'lat': 36.1448617, 'lng': -86.6875349}",0,0,0,0,0,0,0,18,17,0
Hampton Inn Nashville/Vanderbilt,Hampton Inn Nashville/Vanderbilt,"{'lat': 36.1510866, 'lng': -86.7986021}",0,0,0,0,0,0,0,18,18,0
WoodSpring Suites Nashville Airport,WoodSpring Suites Nashville Airport,"{'lat': 36.0907555, 'lng': -86.7021602}",1,0,1,0,0,1,1,18,1,0
Super 8 by Wyndham Nashville Near Downtown / I-40,Super 8 by Wyndham Nashville Near Downtown / I-40,"{'lat': 36.1344338, 'lng': -86.724426}",0,0,0,0,0,0,0,18,14,0
Cambria Hotel Houston Downtown Convention Center,Cambria Hotel Houston Downtown Convention Center,"{'lat': 29.757723, 'lng': -95.3596571}",1,0,0,0,1,0,0,18,18,0
Sonesta Simply Suites Houston Galleria Medical Center,Sonesta Simply Suites Houston Galleria Medical Center,"{'lat': 29.7253851, 'lng': -95.4577221}",0,1,0,0,0,0,0,18,16,0
Ramada by Wyndham Houston Intercontinental Airport South,Ramada by Wyndham Houston Intercontinental Airport South,"{'lat': 29.9408389, 'lng': -95.33062389999999}",0,0,0,0,0,0,0,18,15,0
Blossom Hotel Houston,Blossom Hotel Houston,"{'lat': 29.6992166, 'lng': -95.3996173}",0,0,0,0,0,0,0,18,8,0
Extended Stay America Suites - Houston - Galleria - Uptown,Extended Stay America - Houston - Galleria - Uptown,"{'lat': 29.7430756, 'lng': -95.4588254}",1,0,0,0,1,0,0,18,18,0
GreenTree Inn Houston IAH Airport,GreenTree Inn Houston IAH Airport,"{'lat': 29.9448817, 'lng': -95.3325127}",0,0,0,0,0,0,0,18,15,0
Hyatt Place Houston North,Hyatt Place Houston-North,"{'lat': 29.94212109999999, 'lng': -95.4004588}",1,0,0,0,0,0,0,18,12,0
Best Western Houston Bush IAH Intercontinental Airport Inn,Best Western Houston Bush IAH Intercontinental Airport Inn,"{'lat': 29.9818163, 'lng': -95.280902}",0,1,0,0,0,0,0,18,9,0
Embassy Suites by Hilton Houston Energy Corridor,Embassy Suites by Hilton Houston Energy Corridor,"{'lat': 29.7862143, 'lng': -95.5923325}",3,0,0,0,2,0,0,18,11,0
Hotel Zaza Houston Museum District,Hotel ZaZa Museum District,"{'lat': 29.7242456, 'lng': -95.39031899999999}",2,0,3,1,1,0,0,18,3,4
Wingate by Wyndham Houston Bush Intercontinental Airport,Wingate by Wyndham Houston Bush Intercontinental Airport IAH,"{'lat': 29.9382654, 'lng': -95.36586679999999}",0,0,0,0,0,0,0,18,16,0
Holiday Inn Houston Downtown,"Holiday Inn Houston Downtown, an IHG Hotel","{'lat': 29.7520923, 'lng': -95.36915979999999}",2,0,1,0,1,0,0,18,15,0
Extended Stay America Suites - Houston - Galleria - Westheimer,Extended Stay America - Houston - Galleria Westheimer,"{'lat': 29.7405244, 'lng': -95.4562885}",1,0,0,0,1,0,0,18,18,0
Hotel Ylem,Hotel Ylem,"{'lat': 29.6936308, 'lng': -95.415836}",0,0,0,0,0,0,0,18,12,0
Embassy Suites Houston Downtown Hotel,Embassy Suites by Hilton Houston Downtown,"{'lat': 29.7529992, 'lng': -95.36134090000002}",1,0,0,0,1,0,0,18,18,0
Quality Inn & Suites West Chase,ibis budget Singapore West Coast,"{'lat': 1.2921943, 'lng': 103.7688834}",2,1,1,0,0,1,2,18,5,0
Hyatt Place Houston Sugar Land,Hyatt Place Houston/Sugar Land,"{'lat': 29.6024928, 'lng': -95.62406899999999}",0,0,1,0,0,0,0,18,4,0
Hilton Houston Plaza/Medical Center,Hilton Houston Plaza/Medical Center,"{'lat': 29.709921, 'lng': -95.40322289999999}",1,0,1,1,0,0,0,18,7,2
Houston Airport Marriott at George Bush Intercontinental,Houston Airport Marriott at George Bush Intercontinental,"{'lat': 29.9866556, 'lng': -95.34203769999999}",2,0,0,0,1,0,0,18,7,0
Travelodge by Wyndham Houston Hobby Airport,Travelodge by Wyndham Houston Hobby Airport,"{'lat': 29.6524423, 'lng': -95.2605071}",0,0,0,0,0,0,0,18,12,0
Grand Villa Inn & Suites Westchase,Holiday Villa Johor Bahru,"{'lat': 1.487205, 'lng': 103.7614432}",1,0,0,1,1,0,0,18,18,0
Days Inn & Suites by Wyndham Houston Hobby Airport,ibis budget Singapore West Coast,"{'lat': 1.2921943, 'lng': 103.7688834}",2,1,1,0,0,1,2,18,5,0
DoubleTree by Hilton Houston - Greenway Plaza Hotel,DoubleTree by Hilton Hotel Houston - Greenway Plaza,"{'lat': 29.7310577, 'lng': -95.4328439}",2,0,0,0,0,0,0,18,6,0
Red Roof Inn Houston - Jersey Village,Red Roof Inn Houston - Jersey Village,"{'lat': 29.8851735, 'lng': -95.57368179999999}",0,0,0,0,0,0,0,18,3,0
Hilton Houston Post Oak Hotel,Hilton Houston Post Oak by the Galleria,"{'lat': 29.7458676, 'lng': -95.4600978}",1,0,0,0,1,0,0,18,18,0
Sonder The Hogg Palace,Sonder The Hogg Palace,"{'lat': 29.7627215, 'lng': -95.3639281}",2,0,0,0,2,0,0,18,17,0
Holiday Inn Houston Intercontinental Airport,"Holiday Inn Houston-InterContinental Arpt, an IHG Hotel","{'lat': 29.9380638, 'lng': -95.3302856}",0,0,0,0,0,0,0,18,14,0
La Quinta Inn & Suites by Wyndham Houston Bush Intl Airpt E,La Quinta Inn & Suites by Wyndham Minneapolis-Minnetonka,"{'lat': 44.9739542, 'lng': -93.4112425}",2,0,0,1,1,1,0,18,8,0
Hilton Houston NASA Clear Lake,Hilton Houston NASA Clear Lake,"{'lat': 29.5562111, 'lng': -95.07508709999999}",0,0,1,0,1,0,0,18,10,1
Hilton Americas-Houston,Hilton Americas-Houston,"{'lat': 29.75147279999999, 'lng': -95.3606066}",1,0,0,0,1,0,0,18,18,0
Drury Inn & Suites Houston Galleria,Drury Inn & Suites Denver Central Park,"{'lat': 39.7788714, 'lng': -104.8815593}",3,1,0,0,0,0,0,18,8,0
Holiday Inn Express & Suites Houston Westchase - Westheimer,"Holiday Inn Express & Suites Singapore Novena, an IHG Hotel","{'lat': 1.3201291, 'lng': 103.8525169}",0,0,0,0,0,0,0,18,18,0
Howard Johnson by Wyndham Houston Hobby Airport,Howard Johnson by Wyndham Houston Hobby Airport,"{'lat': 29.6525497, 'lng': -95.26091}",0,0,0,0,0,0,0,18,12,0
Holiday Inn Houston NE-Bush Airport Area,"Holiday Inn Houston NE - Bush Airport Area, an IHG Hotel","{'lat': 29.9870553, 'lng': -95.2966641}",0,1,0,0,0,0,0,18,10,0
La Quinta Inn & Suites by Wyndham Houston Cypress,La Quinta Inn & Suites by Wyndham Minneapolis-Minnetonka,"{'lat': 44.9739542, 'lng': -93.4112425}",2,0,0,1,1,1,0,18,8,0
Holiday Inn Express And Suites Houston - Memorial City Centre,"Holiday Inn Express & Suites Houston Memorial - City Centre, an IHG Hotel","{'lat': 29.7853219, 'lng': -95.557559}",4,1,0,0,3,0,0,18,8,0
Wingate by Wyndham Houston / Willowbrook,Wingate by Wyndham Houston / Willowbrook,"{'lat': 29.956313, 'lng': -95.55461150000001}",1,1,0,0,1,0,0,18,9,0
Hotel ZaZa Houston Memorial City,Hotel ZaZa Memorial City,"{'lat': 29.7826433, 'lng': -95.53405049999999}",6,1,0,0,4,0,0,18,5,0
Houston Marriott Sugar Land,Houston Marriott Sugar Land,"{'lat': 29.5966469, 'lng': -95.62238219999999}",0,0,1,0,0,0,0,18,4,0
La Quinta Inn & Suites by Wyndham Houston Southwest,La Quinta Inn & Suites by Wyndham Minneapolis-Minnetonka,"{'lat': 44.9739542, 'lng': -93.4112425}",2,0,0,1,1,1,0,18,8,0
Americas Best Value Inn Medical Center Downtown,Americas Best Value Inn Medical Center Downtown,"{'lat': 29.7167589, 'lng': -95.3770685}",1,0,2,1,0,0,0,18,3,3
Palacio Royale Inn Boutique Katy,"Palacio Royale Inn Boutique Hotel Katy, Texas 77450","{'lat': 29.7846847, 'lng': -95.76202149999999}",1,1,0,0,0,0,0,18,9,0
Sonesta Essential IAH Airport JFK Boulevard,Sonesta Essential IAH Airport JFK Boulevard,"{'lat': 29.9428866, 'lng': -95.3328404}",0,0,0,0,0,0,0,18,15,0
Sonesta ES Suites Houston Galleria,Sonesta ES Suites Houston Galleria,"{'lat': 29.7357825, 'lng': -95.4661004}",0,0,0,0,0,0,0,18,18,0
Extended Stay America Suites - Houston - I-10 West - CityCentre,Extended Stay America - Houston - I-10 West - CityCentre,"{'lat': 29.782762, 'lng': -95.57909599999999}",3,1,0,0,2,0,0,18,10,0
DoubleTree by Hilton Hotel and Suites Houston by the Galleria,DoubleTree by Hilton Hotel & Suites Houston by the Galleria,"{'lat': 29.7390968, 'lng': -95.46901609999999}",1,0,0,0,1,0,0,18,18,0
"C. Baldwin, Curio Collection by Hilton","C. Baldwin, Curio Collection by Hilton","{'lat': 29.7578478, 'lng': -95.3710462}",2,0,1,0,1,0,0,18,15,0
La Quinta Inn & Suites by Wyndham Pasadena North,La Quinta Inn & Suites by Wyndham Minneapolis-Minnetonka,"{'lat': 44.9739542, 'lng': -93.4112425}",2,0,0,1,1,1,0,18,8,0
Courtyard Houston I-10 West/Park Row,Courtyard by Marriott Houston I-10 West/Park Row,"{'lat': 29.7901466, 'lng': -95.6892778}",1,0,0,0,1,0,0,18,10,0
Hampton Inn Houston Downtown,Hampton Inn Houston Downtown,"{'lat': 29.7556479, 'lng': -95.3586369}",1,0,0,0,1,0,0,18,18,0
Four Points by Sheraton Houston Intercontinental Airport,Four Points by Sheraton Houston Intercontinental Airport,"{'lat': 29.9377881, 'lng': -95.3638094}",0,0,0,0,0,0,0,18,16,0
Microtel Inn & Suites by Wyndham Houston,Microtel Inn & Suites by Wyndham Manistee,"{'lat': 44.2694608, 'lng': -86.29836739999999}",1,0,0,0,0,0,0,18,3,0
Hampton Inn & Suites Houston-Bush Intercontinental Aprt,Hilton Garden Inn Singapore Serangoon,"{'lat': 1.3083868, 'lng': 103.8520416}",3,0,0,0,0,0,0,18,16,0
The Post Oak Hotel at Uptown Houston,The Post Oak Hotel at Uptown Houston,"{'lat': 29.7521785, 'lng': -95.4570131}",1,0,0,0,1,0,0,18,18,0
Wingate by Wyndham Humble Houston Intercontinental Airport,Wingate by Wyndham Humble/Houston Intercontinental Airport,"{'lat': 29.9822704, 'lng': -95.2801988}",0,1,0,0,0,0,0,18,9,0
Simply Suites Houston W Beltway,Sonesta Simply Suites Houston W Beltway,"{'lat': 29.7208411, 'lng': -95.5559907}",0,1,0,0,0,0,0,18,13,0
Days Inn & Suites by Wyndham Houston NW Cypress,ibis budget Singapore West Coast,"{'lat': 1.2921943, 'lng': 103.7688834}",2,0,1,0,0,0,1,18,5,0
Sonesta Essential Houston Westchase,Sonesta Essential Houston Westchase,"{'lat': 29.7173377, 'lng': -95.5585114}",0,1,0,0,0,0,0,18,13,0
La Quinta Inn & Suites by Wyndham Houston Bush IAH South,La Quinta Inn & Suites by Wyndham Minneapolis-Minnetonka,"{'lat': 44.9739542, 'lng': -93.4112425}",2,0,0,1,1,1,0,18,8,0
Haven Inn & Suites Downtown Houston.,Haven Inn,"{'lat': 2.1928263, 'lng': 102.2449334}",1,0,0,0,0,0,0,18,18,0
"The Westin Houston, Memorial City","The Westin Houston, Memorial City","{'lat': 29.7824391, 'lng': -95.54481969999999}",4,1,0,0,3,0,0,18,6,0
Holiday Inn Express & Suites Houston IAH-Beltway 8,"Holiday Inn Express & Suites Singapore Novena, an IHG Hotel","{'lat': 1.3201291, 'lng': 103.8525169}",0,0,0,0,0,0,0,18,18,0
Days Inn & Suites by Wyndham Katy,My seven days inn,"{'lat': 1.5075084, 'lng': 103.9133597}",0,1,0,0,0,1,0,18,8,0
Drury Inn & Suites Houston Sugarland,Drury Inn & Suites Denver Central Park,"{'lat': 39.7788714, 'lng': -104.8815593}",3,1,0,0,0,0,0,18,8,0
The Whitehall Houston,The Whitehall,"{'lat': 29.7534111, 'lng': -95.37342249999999}",2,0,1,0,1,0,0,18,15,0
The Beeman Hotel,The Beeman Hotel,"{'lat': 32.8403459, 'lng': -96.7753843}",2,1,1,2,0,0,1,18,6,1
Holiday Inn Dallas - Fort Worth Airport South,"Holiday Inn Dallas-Fort Worth Airport S, an IHG Hotel","{'lat': 32.824576, 'lng': -97.05633139999999}",0,0,0,0,0,0,0,18,15,0
La Quinta Inn & Suites by Wyndham Dallas DFW Airport North,La Quinta by Wyndham Ellerslie Auckland,"{'lat': -36.90231050000001, 'lng': 174.8094373}",4,0,0,0,1,0,0,18,16,0
Super 8 by Wyndham Irving/DFW Apt/North,Super 8 by Wyndham Irving/DFW Apt/North,"{'lat': 32.9165536, 'lng': -97.0130933}",0,0,0,0,0,0,0,18,16,0
Hotel ZaZa Dallas,Hotel ZaZa Dallas Uptown,"{'lat': 32.7941929, 'lng': -96.8012538}",4,0,0,0,2,0,0,18,18,0
Wingate by Wyndham Richardson/Dallas,Wingate by Wyndham Richardson/Dallas,"{'lat': 32.9689916, 'lng': -96.72201799999999}",3,0,0,0,1,0,0,18,7,0
Super 8 By Wyndham Grapevine/Dfw Airport Northwest,Super 8 by Wyndham Grapevine/DFW Airport Northwest,"{'lat': 32.9204383, 'lng': -97.07705059999999}",3,0,0,0,0,0,0,18,9,0
Loews Arlington Hotel,Loews Arlington Hotel & Convention Center,"{'lat': 32.7504546, 'lng': -97.0843594}",1,0,1,0,0,0,0,18,17,0
Live! by Loews - Arlington TX,"Live! by Loews - Arlington, Texas","{'lat': 32.7495004, 'lng': -97.0857001}",1,0,1,0,0,0,0,18,17,0
Hyatt Regency Dallas At Reunion,Hyatt Regency Dallas,"{'lat': 32.7756262, 'lng': -96.8095263}",3,0,0,0,1,0,0,18,18,0
Crowne Plaza Seattle,"Crowne Plaza Seattle-Downtown, an IHG Hotel","{'lat': 47.6082077, 'lng': -122.3321124}",1,0,0,0,1,0,0,18,18,0
Hilton Motif Seattle,Hilton Motif Seattle,"{'lat': 47.610082, 'lng': -122.3355909}",1,0,0,0,1,0,0,18,18,0
Travelodge by Wyndham Seattle By The Space Needle,Travelodge by Wyndham Seattle By The Space Needle,"{'lat': 47.6204077, 'lng': -122.344721}",0,0,0,0,1,0,0,18,18,0
Hotel Seattle Airport,DoubleTree by Hilton Hotel Seattle Airport,"{'lat': 47.4355607, 'lng': -122.2944808}",1,0,0,0,0,0,0,18,18,0
Hyatt Regency Seattle,Hyatt Regency Seattle,"{'lat': 47.6143837, 'lng': -122.3340172}",1,0,0,0,1,0,0,18,18,0
DoubleTree by Hilton Hotel Seattle Airport,DoubleTree by Hilton Hotel Seattle Airport,"{'lat': 47.4355607, 'lng': -122.2944808}",1,0,0,0,0,0,0,18,18,0
Warwick Seattle,Warwick Seattle,"{'lat': 47.613998, 'lng': -122.3408327}",0,0,0,0,1,0,0,18,18,0
Mayflower Park Hotel,Mayflower Park Hotel,"{'lat': 47.612148, 'lng': -122.3380032}",1,0,0,0,1,0,0,18,18,0
Comfort Inn & Suites Sea-Tac Airport,Comfort Hotel,"{'lat': 1.3086435, 'lng': 103.8549386}",0,0,0,0,0,0,0,18,18,0
citizenM Seattle South Lake Union,citizenM Seattle South Lake Union hotel,"{'lat': 47.61981919999999, 'lng': -122.3388466}",0,0,0,0,1,0,0,18,18,0
Days Inn by Wyndham Seatac Airport,Days Inn by Wyndham Seatac Airport,"{'lat': 47.4327341, 'lng': -122.2957784}",1,0,0,0,0,0,0,18,18,0
Sleep Inn Sea Tac Airport,Sleep Inn Sea Tac Airport,"{'lat': 47.4184624, 'lng': -122.2966174}",1,0,0,0,0,0,0,18,18,0
citizenM Seattle Pioneer Square,citizenM Seattle Pioneer Square hotel,"{'lat': 47.6019025, 'lng': -122.3358532}",1,0,0,0,1,0,0,18,18,0
Ramada by Wyndham SeaTac Airport North,Ramada by Wyndham SeaTac Airport North,"{'lat': 47.4792547, 'lng': -122.2835089}",1,0,0,0,0,0,0,18,17,0
Executive Hotel Pacific,Executive Hotel Pacific,"{'lat': 47.6070892, 'lng': -122.333406}",1,0,0,0,1,0,0,18,18,0
Ramada by Wyndham SeaTac Airport,Ramada by Wyndham SeaTac Airport,"{'lat': 47.4526889, 'lng': -122.2946939}",1,0,0,0,0,0,0,18,18,0
Green Tortoise Hostel Seattle,Green Tortoise Hostel Seattle,"{'lat': 47.6088794, 'lng': -122.3395698}",1,0,0,0,1,0,0,18,18,0
Rodeway Inn,Rodeway Inn,"{'lat': 47.44748680000001, 'lng': -122.2940826}",1,0,0,0,0,0,0,18,18,0
La Quinta Inn & Suites by Wyndham Seattle Downtown,La Quinta by Wyndham Ellerslie Auckland,"{'lat': -36.90231050000001, 'lng': 174.8094373}",4,0,0,0,1,0,0,18,16,0
The Paramount Hotel,No information found,N/A,0,0,0,0,0,0,0,0,0,0
HI - Seattle at the American Hotel Hostel,The American Hotel Hostel,"{'lat': 47.5985211, 'lng': -122.3267481}",1,0,0,0,1,0,0,18,18,0
Level South Lake Union,Level Seattle - South Lake Union,"{'lat': 47.6188669, 'lng': -122.3354298}",0,0,0,0,1,0,0,18,18,0
STAYBRIDGE SUITES SEATTLE - SOUTH LAKE UNION,"Staybridge Suites Seattle Downtown - Lake Union, an IHG Hotel","{'lat': 47.6242971, 'lng': -122.3348745}",0,0,0,0,1,0,0,18,18,0
Palihotel Seattle,Palihotel Seattle,"{'lat': 47.6097986, 'lng': -122.3406717}",0,0,0,0,1,0,0,18,18,0
Belltown Inn,Belltown Inn,"{'lat': 47.6146717, 'lng': -122.3450618}",0,0,0,0,1,0,0,18,18,0
"Country Inn & Suites by Radisson, Seattle-Tacoma International Airport, WA",Country Inn,"{'lat': 1.643226, 'lng': 103.6190057}",0,1,0,0,0,0,1,18,11,0
Hotel Theodore,Hotel Theodore,"{'lat': 47.6124158, 'lng': -122.3343585}",1,0,0,0,1,0,0,18,18,0
Quality Inn SeaTac Airport-Seattle,Quality Inn SeaTac Airport-Seattle,"{'lat': 47.43137100000001, 'lng': -122.2965139}",1,0,0,0,0,0,0,18,18,0
Red Roof Inn Seattle Airport - SEATAC,Red Roof Inn Seattle Airport - SEATAC,"{'lat': 47.4513663, 'lng': -122.294837}",1,0,0,0,0,0,0,18,18,0
Hilton Seattle Hotel,Hilton Seattle,"{'lat': 47.609174, 'lng': -122.3331396}",1,0,0,0,1,0,0,18,18,0
Kimpton Hotel Monaco Seattle,Kimpton Hotel Monaco Seattle,"{'lat': 47.60697769999999, 'lng': -122.3340243}",1,0,0,0,1,0,0,18,18,0
La Quinta Inn & Suites by Wyndham Seattle Sea-Tac Airport,La Quinta by Wyndham Ellerslie Auckland,"{'lat': -36.90231050000001, 'lng': 174.8094373}",4,0,0,0,1,0,0,18,16,0
Staypineapple at Hotel FIVE,Hotel Five - A Staypineapple Hotel,"{'lat': 47.6155078, 'lng': -122.3418711}",0,0,0,0,1,0,0,18,18,0
Lotte Hotel Seattle,Lotte Hotel Seattle,"{'lat': 47.60537129999999, 'lng': -122.3309604}",1,0,0,0,1,0,0,18,18,0
"The Sound Hotel Seattle Belltown, Tapestry Collection Hilton","The Sound Hotel Seattle Belltown, Tapestry Collection by Hilton","{'lat': 47.6144112, 'lng': -122.3418515}",0,0,0,0,1,0,0,18,18,0
The Westin Seattle,The Westin Seattle,"{'lat': 47.6136997, 'lng': -122.3381933}",0,0,0,0,1,0,0,18,18,0
Staypineapple at Watertown Hotel,Watertown Hotel - A Staypineapple Hotel,"{'lat': 47.6594048, 'lng': -122.3176193}",1,0,0,0,0,0,0,18,17,0
Embassy Suites by Hilton Seattle Downtown Pioneer Square,Embassy Suites by Hilton Seattle Downtown Pioneer Square,"{'lat': 47.5980781, 'lng': -122.33093}",1,0,0,0,1,0,0,18,18,0
Staypineapple at University Inn,University Inn - A Staypineapple Hotel,"{'lat': 47.6581706, 'lng': -122.3175121}",1,0,0,0,0,0,0,18,17,0
"Motel 6-Seattle, WA - Sea-Tac Airport South","Motel 6 Seattle, WA - Sea-Tac Airport South","{'lat': 47.4330214, 'lng': -122.2744953}",1,0,0,0,0,0,0,18,18,0
Coast Gateway Hotel,Coast Gateway Hotel,"{'lat': 47.43765500000001, 'lng': -122.296528}",1,0,0,0,0,0,0,18,18,0
Hilton Seattle Airport & Conference Center,Hilton Seattle Airport & Conference Center,"{'lat': 47.4447742, 'lng': -122.2956286}",1,0,0,0,0,0,0,18,18,0
Thompson Seattle By Hyatt,"Thompson Seattle, by Hyatt","{'lat': 47.61057599999999, 'lng': -122.3412018}",0,0,0,0,1,0,0,18,18,0
Radisson Hotel Seattle Airport,Radisson Hotel Seattle Airport,"{'lat': 47.440386, 'lng': -122.2950224}",1,0,0,0,0,0,0,18,18,0
Four Points by Sheraton Downtown Seattle Center,Four Points by Sheraton Downtown Seattle Center,"{'lat': 47.6249635, 'lng': -122.3447049}",0,0,0,0,1,0,0,18,18,0
Seatac Inn,Seatac Inn and Airport Parking,"{'lat': 47.4490172, 'lng': -122.2960884}",1,0,0,0,0,0,0,18,18,0
Staybridge Suites Seattle - Fremont,"Staybridge Suites Seattle - Fremont, an IHG Hotel","{'lat': 47.654903, 'lng': -122.346899}",6,0,3,0,3,1,1,18,1,0
Courtyard by Marriott Seattle SeaTac Airport,Courtyard by Marriott Seattle SeaTac Airport,"{'lat': 47.4320718, 'lng': -122.2965248}",1,0,0,0,0,0,0,18,18,0
Best Western Seattle Airport Hotel,Best Western Seattle Airport Hotel,"{'lat': 47.4160245, 'lng': -122.2978128}",1,0,0,0,0,0,0,18,18,0
Residence Inn Seattle University District,Residence Inn by Marriott Seattle University District,"{'lat': 47.6617384, 'lng': -122.3156575}",2,0,0,0,0,0,0,18,12,0
Hyatt At Olive 8,Hyatt At Olive 8,"{'lat': 47.6138017, 'lng': -122.3341859}",1,0,0,0,1,0,0,18,18,0
Residence Inn Seattle Downtown/Convention Center,Residence Inn by Marriott Seattle Downtown/Convention Center,"{'lat': 47.61567400000001, 'lng': -122.3330384}",1,0,0,0,1,0,0,18,18,0
The Baroness Hotel,The Baroness Hotel,"{'lat': 47.6095365, 'lng': -122.3264869}",1,0,0,0,1,0,0,18,18,0
Skyway Inn - Seatac,Skyway Inn & Airport Parking,"{'lat': 47.42112590000001, 'lng': -122.2972207}",1,0,0,0,0,0,0,18,18,0
SureStay Hotel by Best Western SeaTac Airport North,SureStay By Best Western Seatac Airport North,"{'lat': 47.4464066, 'lng': -122.2942832}",1,0,0,0,0,0,0,18,18,0
Graduate Seattle,Graduate Seattle,"{'lat': 47.6615774, 'lng': -122.3144543}",3,0,2,1,0,2,0,18,4,2
Hotel Max,Hotel Max,"{'lat': 47.61428739999999, 'lng': -122.3367201}",0,0,0,0,1,0,0,18,18,0
Hampton Inn and Suites Seattle Airport 28Th Avenue,Hampton Inn & Suites Seattle-Airport/28th Ave,"{'lat': 47.4329319, 'lng': -122.2974013}",1,0,0,0,0,0,0,18,18,0
"Motel 6-Seattle, WA - Airport","Motel 6 Seattle, WA - Airport","{'lat': 47.4552857, 'lng': -122.2933703}",1,0,0,0,0,0,0,18,18,0
The Oxford Seattle-Downtown,The Oxford Seattle-Downtown,"{'lat': 47.61085, 'lng': -122.3419676}",0,0,0,0,1,0,0,18,18,0
Holiday Inn Express Seattle - Sea-Tac Airport,"Holiday Inn Express & Suites Seattle-Sea-Tac Airport, an IHG Hotel","{'lat': 47.426417, 'lng': -122.296979}",1,0,0,0,0,0,0,18,18,0
Staypineapple at The Maxwell Hotel,The Maxwell Hotel,"{'lat': 47.6255674, 'lng': -122.3508575}",0,0,0,0,0,0,0,18,18,0
Travelodge by Wyndham Seattle North of Downtown,Travelodge by Wyndham Seattle North of Downtown,"{'lat': 47.691257, 'lng': -122.3438718}",2,1,1,0,0,2,0,18,11,0
Crowne Plaza Seattle Airport,"Crowne Plaza Seattle Airport, an IHG Hotel","{'lat': 47.4470314, 'lng': -122.2953022}",1,0,0,0,0,0,0,18,18,0
Renaissance Seattle Hotel,Renaissance Seattle Hotel,"{'lat': 47.6066675, 'lng': -122.3306849}",1,0,0,0,1,0,0,18,18,0
